,OrderId,Rejection Reason
4073,ORDER_9377,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4074,ORDER_10807,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4075,ORDER_3378,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4076,ORDER_3808,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4077,ORDER_4808,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4078,ORDER_5808,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4079,ORDER_6378,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4080,ORDER_8378,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4081,ORDER_9378,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4082,ORDER_9808,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4083,ORDER_10378,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4084,ORDER_10808,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4085,ORDER_3379,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4086,ORDER_4809,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4087,ORDER_5809,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4088,ORDER_6809,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4089,ORDER_7379,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4090,ORDER_7809,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4091,ORDER_8379,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4092,ORDER_8809,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4093,ORDER_9379,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4094,ORDER_1380,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4095,ORDER_1810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4096,ORDER_3810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4097,ORDER_4810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4098,ORDER_5810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4099,ORDER_6380,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4100,ORDER_7810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4101,ORDER_8380,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4102,ORDER_8810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4103,ORDER_9380,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4104,ORDER_9810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4105,ORDER_10810,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4106,ORDER_2811,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4107,ORDER_3381,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4108,ORDER_5381,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4109,ORDER_8811,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4110,ORDER_9381,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4111,ORDER_3812,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4112,ORDER_4382,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4113,ORDER_5382,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4114,ORDER_7382,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4115,ORDER_7812,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4116,ORDER_8812,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4117,ORDER_9382,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4118,ORDER_9812,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4119,ORDER_10382,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4120,ORDER_10812,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4121,ORDER_1383,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4122,ORDER_2813,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4123,ORDER_3813,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4124,ORDER_4383,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4125,ORDER_4813,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4126,ORDER_5813,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4127,ORDER_6383,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4128,ORDER_6813,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4129,ORDER_7813,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4130,ORDER_8383,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4131,ORDER_1384,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4132,ORDER_1814,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4133,ORDER_4384,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4134,ORDER_4814,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4135,ORDER_7384,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4136,ORDER_7814,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4137,ORDER_8384,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4138,ORDER_8814,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4139,ORDER_9384,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4140,ORDER_9814,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4141,ORDER_10384,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4142,ORDER_10814,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4143,ORDER_1385,REJECTED-MISMATCH CURRENCY
4144,ORDER_2385,REJECTED-MISMATCH CURRENCY
4145,ORDER_3385,REJECTED-MISMATCH CURRENCY
4146,ORDER_3815,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4147,ORDER_4385,REJECTED-MISMATCH CURRENCY
4148,ORDER_5385,REJECTED-MISMATCH CURRENCY
4149,ORDER_6385,REJECTED-MISMATCH CURRENCY
4150,ORDER_7385,REJECTED-MISMATCH CURRENCY
4151,ORDER_8385,REJECTED-MISMATCH CURRENCY
4152,ORDER_9385,REJECTED-MISMATCH CURRENCY
4153,ORDER_10385,REJECTED-MISMATCH CURRENCY
4154,ORDER_10815,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4155,ORDER_2386,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4156,ORDER_3386,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4157,ORDER_5386,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4158,ORDER_6816,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4159,ORDER_9816,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4160,ORDER_10386,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4161,ORDER_1387,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4162,ORDER_2817,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4163,ORDER_3817,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4164,ORDER_4387,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4165,ORDER_6817,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4166,ORDER_7387,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4167,ORDER_10817,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4168,ORDER_2818,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4169,ORDER_3388,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4170,ORDER_3818,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4171,ORDER_4818,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4172,ORDER_6818,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4173,ORDER_8388,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4174,ORDER_9388,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4175,ORDER_9818,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4176,ORDER_10818,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4177,ORDER_1389,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4178,ORDER_1819,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4179,ORDER_4389,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4180,ORDER_4819,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4181,ORDER_5389,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4182,ORDER_6389,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4183,ORDER_7389,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4184,ORDER_8389,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
4185,ORDER_8819,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
